Table Name,Field Name,Field Type,Field Description
SecurityEvent,TargetLinkedLogonId,string,"Information that helps to link related events together by their logon attempt IDs. It can be useful in keeping all relevant events organized, tracking activity across multiple sessions, and identifying the attack source."
SecurityEvent,TargetLogonGuid,string,A globally unique identifier (GUID) associated with the logon session related to the event.
SecurityEvent,TargetLogonId,string,A unique identifier associated with the logon session related to the event.
SecurityEvent,TargetOutboundDomainName,string,The domain that the account specified in the TargetAccount field was authenticated against during an outbound authentication attempt.
SecurityEvent,TargetOutboundUserName,string,The name of the user account that was authenticated during an outbound authentication attempt.
SecurityEvent,TargetServerName,string,"The name of the server on which the new process was run. Has ""localhost"" value if the process was run locally."
SecurityEvent,TargetSid,string,The security identifier (SID) of the server on which the new process was run.
SecurityEvent,TargetUser,string,The user account identifier that generated the new process.
SecurityEvent,TargetUserName,string,The name of the user account that generated the new process.
SecurityEvent,TargetUserSid,string,The security identifier (SID) associated with the user or resource involved in the event.
SecurityEvent,Task,int,The task defined in the event.
SecurityEvent,TemplateContent,string,The content of the event message or notification in a structured form.
SecurityEvent,TemplateDSObjectFQDN,string,FQDN of the DS object that represents the GPO template.
SecurityEvent,TemplateInternalName,string,The internal name of the GPO template.
SecurityEvent,TemplateOID,string,the unique identifier for the template that was used to create the event.
SecurityEvent,TemplateSchemaVersion,string,Version of the template schema that defines the data to include with an event.
SecurityEvent,TemplateVersion,string,Version of the template that defines the data to include with an event.
SecurityEvent,TenantId,string,The Log Analytics workspace ID
SecurityEvent,TimeGenerated,datetime,The time stamp when the event was generated on the computer.
SecurityEvent,TokenElevationType,string,Type of token that was assigned to a new process in accordance with User Account Control Policy.
SecurityEvent,TransmittedServices,string,"The list of transmitted services. Transmitted services are populated if the logon was a result of a S4U (Service For User) logon process. S4U is a Microsoft extension to the Kerberos Protocol to allow an application service to obtain a Kerberos service ticket on behalf of a user - most commonly done by a front-end website to access an internal resource on behalf of a user. For more information about S4U, see https://msdn.microsoft.com/library/cc246072.aspx ."
SecurityEvent,Type,string,The name of the table
SecurityEvent,UserAccountControl,string,Shows the list of changes in userAccountControl attribute. You will see a line of text for each change.
SecurityEvent,UserParameters,string,"If you change any setting using Active Directory Users and Computers management console in Dial-in tab of user's account properties, then you will see <value changed, but not displayed> in this field. For local accounts, this field is not applicable and always has <value not set> value."
SecurityEvent,UserPrincipalName,string,"Internet-style login name for the account, based on the Internet standard RFC 822. By convention this should map to the account's email name."
SecurityEvent,UserWorkstations,string,Contains the list of NetBIOS or DNS names of the computers from which the user can logon. Each computer name is separated by a comma. The name of a computer is the sAMAccountName property of a computer object.
SecurityEvent,VendorIds,string,"'Hardware Ids' attribute of device. To see device properties, start Device Manager, open specific device properties, and click 'Details'."
SecurityEvent,Version,int,Contains the version number of the event's definition.
SecurityEvent,VirtualAccount,string,"A 'Yes' or 'No' flag, which indicates if the account is a virtual account (e.g., 'Managed Service Account'), which was introduced in Windows 7 and Windows Server 2008 R2 to provide the ability to identify the account that a given Service uses, instead of just using 'NetworkService'."
SecurityEvent,Workstation,string,The name of the machine that was used to perform the event.
SecurityEvent,WorkstationName,string,Machine name from which a logon attempt was performed.
SecurityIncident,,,No columns found or plain table (no linked schema page)
Seg_Cg_CL,,,No columns found or plain table (no linked schema page)
Seg_Dlp_CL,,,No columns found or plain table (no linked schema page)
SentinelOne_CL,,,No columns found or plain table (no linked schema page)
SentinelOneActivities_CL,,,No columns found or plain table (no linked schema page)
SentinelOneAgents_CL,,,No columns found or plain table (no linked schema page)
SentinelOneAlerts_CL,,,No columns found or plain table (no linked schema page)
SentinelOneGroups_CL,,,No columns found or plain table (no linked schema page)
SentinelOneThreats_CL,,,No columns found or plain table (no linked schema page)
SeraphicWebSecurity_CL,,,No columns found or plain table (no linked schema page)
SigninLogs,AADTenantId,string,
SigninLogs,Agent,dynamic,The agentic property for sign in logs. Includes the agentType and the parentAppId when the type is AgenticInstance.
SigninLogs,AlternateSignInName,string,The identification that the user provided to sign in. It may be the userPrincipalName but it's also populated when a user signs in using other identifiers.
SigninLogs,AppDisplayName,string,The application name displayed in the Azure Portal.
SigninLogs,AppId,string,The application identifier in Azure Active Directory.
SigninLogs,AppliedConditionalAccessPolicies,string,
SigninLogs,AppliedEventListeners,dynamic,"Detailed information about the listeners, such as Azure Logic Apps and Azure Functions, that were triggered by the corresponding events in the sign-in event."
SigninLogs,AppOwnerTenantId,string,The tenant identifier of the owenr of the application in Azure Active Directory.
SigninLogs,AuthenticationAppDeviceDetails,string,Details of the app and device state used during the most recent authentication step using an authentication app.
SigninLogs,AuthenticationAppPolicyEvaluationDetails,string,The details of the policies applied and enforced related to the authentication app during the latest signIn step.
SigninLogs,AuthenticationContextClassReferences,string,Contains a collection of values that represent the conditional access authentication contexts applied to the sign-in.
SigninLogs,AuthenticationDetails,string,The result of the authentication attempt and additional details on the authentication method.
SigninLogs,AuthenticationMethodsUsed,string,"The authentication methods used. Possible values: SMS, Authenticator App, App Verification code, Password, FIDO, PTA, or PHS."
SigninLogs,AuthenticationProcessingDetails,string,"Additional authentication processing details, such as the agent name in case of PTA/PHS or Server/farm name in case of federated authentication."
